MODERN-STANDARD-ARABIC,ALGIERS,ANNABA,SYRIAN,PALESTINIAN
Sdqny fy wqtnA h*A Al<nsAn AlEAdy yfEl Al>$yA' Alsy}p,mA rAny$ nSly wAllh AlSlAp txlyk twly mnyH,m$ny qﺎEd nSly wAllh AlSlAp txlyk tdxl bEDAk,Sdqny >nA mAbSly w AlSlAp bt>vr fyk >ktr,Sdqny >nA mA b>Sly w AlSlAp bt>vr fyk >ktr
Sdqny fy wqtnA h*A Al<nsAn AlEAdy yfEl Al>$yA' Alsy}p,wAllh fy wqtnA AnsAn EAdy qAEd ydyr fy dEAwy Al$r,wAllh fy wqtnA AnsAn EAdy qﺎEd ydyr fy dEAwy Al$r,Sdqny bwqtnA hAdA Albny |dm AlEAdy byEml Al>$yA' Alsy}p,Sdqny fy wqtnA h*A Al<nsAn AlEAdy byEml Al$glAt Alsy}p
flyHfZnA Allh,rby Astr,rby Astr,Allh yHmynA,Allh yHfZnA
fhmt >m lA؟,fhmt wlA lAlA,fhmty wlA lA,fhmt wlA lA',fhmt w<lA l>
Al>$yA' Alty yfElhA lA yElmhA <lA Allh,AldEAwy ly ydyr fyhm rby yElm byhm,hw AldEAwy ly ydyr fyhm rby yElm byhm,Al>$yA Ally byEmlhA gyr Allh mAbyErfhA,Al>$yA' Ally yEmlhA mA byElmhA <lA Allh
lA >Hd yErf km Artkb mn Al*nwb، fhmt >m lA؟,kl wAHd mA nErf $HAl dAr dnwb fhmt wlA lAlA,|w kl wAHd mA nErf qdAh dAr dnwb fhmty wlA lA,Al>$yA Ally byEmlhA gyr Allh mAbyErfhA,mA Hd$ byErf qdy$ Emlt mn Al*nwb fhmt w<lA l>
HtY AlSlAp lA ySlwn، <lA AlSlAp <lA AlSlAp,w AlSlAp mA ySlw$ syrtw AlSlAp syrtw AlSlAp,w AlSlAp mA ySlw$ syrtw AlSlAp bEd syrtw AlSlAp bEd,mA HdA byErf qdy$ Artkb mn Al*nwb fhmt wlA lA',mA Hd$ byErf qdy$ Emlt mn Al*nwb fhmt w<lA l>
lA yqtSr Al>mr ElY >nh lA ySly,AlSlAp  mA jAt$ fy mA ySly$,AlSlAp >y mA jAt$ fy mA ySly$,AlSlAp mAbySlwA >hm $y AlSlAp,AlSlAp mA bySlwA xASp AlSlAp xASp AlSlAp
Al>*An y&*n w >nt tlEb Aldwmynw,Al>dAn  ydn w >nt tlEb fy Aldwmynw,AlSlAp >y mA jAt$ fy mA ySly$,Al$y mw byEtmd EA>nw bySly bs,AlmwDwE m$ bs Anh mA bySly
EndmA y&*n tkwn >nt mtk}A ElY AlHA}T tlhw، fhmt >m lA؟,Al>dAn  ydn w >nt tlEb fy Aldwmynw,lAdAn qﺎEd ydn w >nt tlEb fy Aldymynw,Al>dAn byTlE w >nt Em tlEb Aldwmynw,Al>*An by>*n w Ant btlEb Aldwmynw
EndmA y&*n tkwn >nt mtk}A ElY AlHA}T tlhw، fhmt >m lA؟,ky ydn w >nt mkAly AlHyT tqsr fhmt wlA lAlA,myn ydn w >nt mkAly AlHyT tqsr fhmty wlA lA,wqt Ally by>dn btkwn >nt mtky EAlHyT Em ttslY fhmt wlA lA',lmA y>*n btkwn Ant sAnd ElY AlHyT tlEb fhmt w<lA l>
k>n Allh yqwl lk tEAlY w >nt tqwl lh ln |ty,ky $gl rby  yqwl lk >rwAH w >nt  tqwl mA njy$,ky $gl rby qﺎEd yqlk >rwAH w >nt qﺎEd tqwl mA njy$,k>nw Allh Em yql~k tEAl w >nt Em tql~w mA ny jAy,k>n rbnA byqwlk tEAlY w Ant btqwlh m$ H|jy
h*A tfkyr SHyH m}p bAlm}p,hdy txmymp SHyHp myA bAlmyA,>dy txmymp SHyHp myA bAlmyA,hAd tfkyr mzbwT myp bAlmyp,h*A tfkyr mzbwT myp bAlmyp
lys kmA lw >n Al|*An yrfE w >nt fy sfr، fhmt mA >qwl؟,mA$y qAl Al>dAn ydn w >nt HAkm trwﻧﺴﭙﻮr wlA lAlA,m$y qﺎl >nt lAdAn ydn w >nt HAkm trwﻧﺴﭙﻮr wlA lA,mw k>nw Al>dAn Em ynrfE w >nt ElY sfr fhmt Elyy~,m$ zy mA lw Anh Al|*An by>*n w Ant fy sfr fhmt Ay$ bqwl
SHyH >nt jAls,SH rAk qAEd,SH >k qﺎEd,mw k>nw Al>dAn Em ynrfE w >nt ElY sfr fhmt Elyy~,SHyH Ant qAEd
jAls ، w Alm$klp >nk tlEb Aldwmynw kArvp kArvp,qAEd w Alm$klp tlEb fy Aldwmynw kArtp kArtp,qﺎEd w Alm$klp tlEb fy Aldymynw kArtp kArtp,mzbwT >nt qAEd,SHyH Ant qAEd
w Al<nsAn yE*b ElY h*A،  yE*b HqA fy AldnyA w Al|xrp,w ytEdb ElyhA AlEbd SH hdy ytEdb ElyhA fy AldnyA w fy Al|xrp,w ytEdb ElAhA AlEbd SH >dy ytEdb ElAhA fy AldnyA w fy Al|xrp,qAEd w Alm$klp >nt Em tlEb Aldwmynw kArt kArvp,qAEd w Alm$klp Ank btlEb Aldwmynw mSybp mSybp
Sl ، fHlhA >n tEwd llSlAp,Sly HlhA lAzm twly tSly,w ytEdb ElAhA AlEbd SH >dy ytEdb ElAhA fy AldnyA w fy Al|xrp,wAl<nsAn bytE*~b ElY hy bytE*~b bjd dnyA w |xrp,w Al<nsAn bytE*b ElY h*A bytE*b Enjd fy AldnyA w Al|xrp
nEm <smE yA SlAH fy wqtnA h*A >SbH Al<nsAn ysmE bAlmwt b$kl mHyr,Sly HlhA lAzm twly tSly,Sly HlhA lAzm twly tSly,Sl HlhA trjE llSlAp,Sly HlhA Ank trjE llSlAp
nEm <smE yA SlAH fy wqtnA h*A >SbH Al<nsAn ysmE bAlmwt b$kl mHyr,<yh >smE yA SlAH Alwqt hdA AlEbd wlY ysmE bAlmwt tHyr,|h >smE > SlAH Alwqt |dA AlEbd wlY ysmE bAlmwt tHyr,Ay smAE lk SlAH b>yAmnA hy SAr Albny |dm ysmE bAlmwt b$kl gryb,|h <smE yA SlAH fy wqtnA h*A SAr Al<nsAn bysmE bAlmwt b$kl mHyr
<smE kl ywm >SbHnA nsmE >n >HdA mAt,>smE wlynA kl ywm nsmEh wAHd mAt,>smE wlynA kl ywm nsmEw wAHd mAt,smAE SrnA kl ywm nsmE >nw HdA mAt,<smE kl ywm SrnA nsmE Anh HdA mAt
HtY >nA,HtY >nA,HtY >nA,HtY >nA,HtY >nA
wmA hw Almwt bsktp qlbyp bHAdv h*A mn ElAmAt AlfnA',wA$ Almwt |ry kArdyAk >ksydwn mn ElAmAt Al|xrp hAdyk,w$ Almwt |ry kArdyAk >ksydwn mn ElAmAt AlfnA >dykA,w$w hw Almwt sktp qlbyp HAdv hAd mn ElAmAt Almwt,wAy$ hw Almwt sktp qlbyp HAdvp h*A mn ElAmAt AlfnA'
$xS jAr mA <smhA smyrp Abnp Emy <brAhym؟,wAHd jAr wAsmhA smyrp bnt Emy brAhym,wAHd jAr w$ AsmhA smyrp bnt Emy brAhym,w$w hw Almwt sktp qlbyp HAdv hAd mn ElAmAt Almwt,wAHd mn jyrAn Ay$ AsmhA smyrp bnt Emy <brAhym
hy tskn fy AlHjAr,tskn fy AlHjAr hy,tskn fy AlHjAr hy,wAHd jAr $w AsmA smyrp bnt Emy AbrAhym,wAHd mn jyrAn Ay$ AsmhA smyrp bnt Emy <brAhym
nEm zwjhA $Ab mAt lmA *hbwA lSlAp Alfjr,<yh rAjlhA wAHd jwn ky rAHwA ySlyw Alfjr mAt,hAh rAjlhA >w wAHd jwn kymA rAHw ySlyw Alfjr mAt,hyy sAknp bAlHjAr,hy sAknp fy AlHjAr
yEny h*A AlHmd llh xAtmth ySly Alfjr yEny mAt mA $A' Allh,tsmY hdA AlHmd Allh txtmt lh SlY Alfjr mAt tsmY rHmtk yArby,hAh rAjlhA >w wAHd jwn kymA rAHw ySlyw Alfjr mAt,<y jwzhA $b mAt lmA rAHwA E SlAp AlSbH,|h jwzhA $b mAt lmA rAHwA lSlAp Alfjr
kmA yqAl mA*A fEl yA SlAH,tsmY hdA AlHmd Allh txtmt lh SlY Alfjr mAt tsmY rHmtk yArby,tsmY >dA lHmdw Allh txtmtlw SlY Alfjr mAt tsmY rHmtk yArby,yEny hAd AlHmd llh xAtmtw bySly AlSbH yEny mAt mA $A' Allh,yEny h*A AlHmd llh xAtmth bySly Alfjr yEny mAt mA $A' Allh
kmA yqAl mA*A fEl yA SlAH,kymA yqwl lh wA$ dAr yA SlAH,kymA yqwlw w$ dAr > SlAH,mtl mA byqwlwA $w sAwY yA SlAH,zy mA bynqAl Ay$ Eml yA SlAH
kAnwA EA}dyn mn Alfjr qAl lh <sbqny >nt <*hb w $gl syArtk >*hb l>$try AlHlyb w |ty,rAyHyyn mn Alfjr wA$ qAlw rwH Asbqny >nt rwH dymAry Altwmwbyl tAEk w nrwH n$ry AlHlyb w njy,mrwHyn mn Alfjr w$ qAlw rwH Aﺳﺒqﻨﻲ >nt rwH dymAry Altwmwbyl tAEk w nrwH n$ry lHlyb w njy,kAnwA rAjEyn mn SlAp AlSbH w ql~w Asbqny >nt rwH w $gl syArtk rAyH l>$try AlHlyb w rAjE,kAnwA rAjEyn mn Alfjr qAlh >sbqny Ant rwH w $gl syArtk H>rwH >$try AlHlyb w |jy
*hb Alsyd ly$gl syArth fmAt hnAk,rAH Alsyd ydymAry Altwmwbyl tAEh tm mAt,rAH Alsyd ydymAry Altwmwbyl tyEw tm mAt,rAH Alzlmp ly$gl syArtw qAm mAt hnyk,rAH Alsyd ly$gl syArth fmAt hnAk
mAt w AlsyArp ttHrk,mAt w hy kAnt ttHrk Altwmwbyl,mAt w hy qAEdp ttHrk Altwmwbyl,mAt w AlsyArp mA$yp,mAt w AlsyArp bttHrk
$gl AlsyArp w mAt,dymArA Altwmwbyl tAEh w mAt,dymArA Altwmwbyl tyEw w mAt,mAt w AlsyArp mA$yp,$gl AlsyArp w mAt
lA Hwl wlA qwp <lA bAllh,lAlA Hwl w lAlA qwp <lA bAllh,lA Hwl w lA qwp <lA bAllh,$gl AlsyArp w mAt,$gl AlsyArp w mAt
<STdmt fy syArp zwj smyrp fth$mt klyA,dxlt fy Altwmwbyl tAE rAjl smyrp Adqﺪqﺖ qAE,dxlt fy Altwmwbyl tAE rAjl smyrp Adqﺪqﺖ xlAh,lA Hwl wlA qwp <lA bAllh,lA Hwl wlA qwp <lA bAllh
tlk AlsyArp,Altwmwbyl hAdyk,dxlt fy Altwmwbyl tAE rAjl smyrp Adqﺪqﺖ xlAh,Drbt bsyArp jwz smyrp fAtTHb$t tmAmA,xbTt fy syArp jwz smyrp ftksrt bAlmrp
nEm AlsyArp AlHmrA',Altwmwbyl hAdyk,Altwmwbyl >dykA,hdyk AlsyArp,hdyk AlsyArp
nEm AlsyArp AlHmrA',<yh Altwmwbyl AlHmrA',|h Altwmwbyl AlHmrp,<y AlsyArp AlHmrA,|h AlsyArp AlHmrA'
tsmE >$yA' lA tSdq,tsmE msAmE kymA hAdy,tsmE msAmE kyfkA,btsmE $glAt mA bttSdq,btsmE $glAt mA bttSdq
knt fy tbsp mAt jdy,knt fy tbsp mAt jdy,knt fy tbsp mAt jdy,knt btbsp mAt jdy,knt fy tbsp mAt sydy
$xS Sdyq jdy >yDA SEdwA mEA <lY Aljbl,wAHd Alsyd SAHb jdy  TlEwA lljbl mE bEDAhm,wHd Alsyd SHyb jdy bEd TlEw lljbl mE bEDAhm,wAHd rfyq jdA kmAn TlEwA swA EAljbl,wAHd SAHb sydy kmAn TlEwA swA lljbl
bEdmA rHl jdy b>rbEp >yAm tqrybA *hb lmrkz Albryd lsHb AlmAl,bEdmA rAH jdy brbE AyAm hkAk rAH llAbﻮst yxlS,bEdmA rAH jdy brbEAyAm >kAk rAH llAbﻮst yxlS,wAHd rfyq jdA kmAn TlEwA swA EAljbl,bEd mA mAt sydy b>rbEp >yAm tqrybA rHt ElY mrkz Albryd E$An AsHb AlmSAry
*hb xArjA bEd qlyl mAt hnAk ElY AltAsEp SbAHA,rAH AlbrA $wyp ltm ElY AltsEp tAE AlSbAH mAt,rAH lbrA $wyp ltm ElY AltsEp tAE AlSbAH mAt,bEdmA twfY jdy b>rbE >yAm tqrybA rAH Emrkz Albryd ysHb mSAry,bEd mA mAt sydy b>rbEp >yAm tqrybA rHt ElY mrkz Albryd E$An AsHb AlmSAry
>tElm mwt Alfj>p sy' jdA,Almwt Alfj>p mA rAhy$ mlyHp ElY bAlk,Almwt Alfj>p m$hA mlAHp ElY bAlk,whw TAlE bEd $wy mAt hnyk EAlsAEp tsEp AlSbH,rAH brA bEd $wy mAt hnAk ElY AltsEp AlSbH
mAt jdk HdyvA,gyr kymA mAt jdk >nt,Almwt Alfj>p m$hA mlAHp ElY bAlk,btErf Almwt fj>p ktyr m&lm,btErf mwt Alfj>p sy' ktyr
nEm lm ymr >sbwE,gyr kymA mAt jdk >nt,kygyr mAt jdk >nt,mAt jdk mn ftrp,mAt sydk mn qryb
nEm lm ymr >sbwE,mA Endw$ smAnp <yh,mA Endw$ smAnp |h,<y mA Srlw AsbwE,|h mA mmr$ >sbwE
Al|n >Etqd mn* >sbwE,Endh dwk qryb smAnp,Endw drk tbnly smAnp,hlq bZn mn $y >sbwE,hlqyt bthy>ly mn >sbwE
lnql lnql xmsp E$rp ywmA qbl AlETlp bqlyl qbl AlETlp b>sbwE,qwl qwl wAHd AlkAnz jwr fAytp qbl lyfAkwns b$wyp qbl lyfAkwns bsmAnp,qwl qwl wHd AlkAnz jwr fAytp qbl lyfAkwns b$wyp qbl lyfAkwns bsmAnp,lnqwl xmsTE$ ywm qbl AlETlp b$wy qbl AlETlp b>sbwE,xlynA nqwl xlynA nqwl xmsTE$r ywm qbl AlETlp b$wy qbl AlETlp b>sbwE
>r>yt |xr >sbwE lldrAsp ywm Alsbt,$ft AlsmAnp Al>xrY tAE AlqrAyp bAlsbt,$fty AlsmAnp lxrA tAE lqrAyp bAlsbt,$ft |xr >sbwE lldrAsp ywm Alsbt,$wft |xr >sbwE lldrAsp ywm Alsbt
syblg $hrA tqrybA,rAh qryb yglq $hr,>w qﺮyb yqfl $hr,$ft |xr >sbwE lldrAsp ywm Alsbt,Edw SAr $hr tqrybA
ywm Alxmys *hb AlwAld <lY tbsp,bAbA bAlxmys rAH ltbsp,Al$Ayb bAlxmys rAH ltbsp,rH ySlwA $hr tqrybA,Edw SAr $hr tqrybA
AtSlt bhm <bnp xAlh tskn bjwArhm,EyTt lh bnt xAlh sAknp lASqp fyhm,EyTtlw bnt xAlw sAknp lASqp fyhm,ywm Alxmys rAH AlwAld ElY tbsp,ywm Alxmys rAH AlwAld <lY tbsp
mn* vlAvp >w >rbEp snwAt >sAlt ElyhA >xthA AlmA' AlsAxn,EndhA tlAtp wlA rbE snyn dfqt ElyhA >xthA AlmA' Alsxwn,EyTtlw bnt xAlw sAknp lASqp fyhm,AtSlt fy~wn bnt xAlw sAknp Hd~wn,AtSlt fyhm bnt xAlh sAknp jnbhm
>r>yt *lk AlbAb Alkbyr Al*y AEtdnA >n ngTy bh Alkb$ >r>yth,EndhA tlAtp wlA rbE snyn dfqt ElyhA >xthA AlmA' Alsxwn,EndhA tlAtp wlA rbE snyn syHt ElAhA >xthA AlmA Alsxwn >k,mn $y tlAt >rbE snyn kb~t ElyhA >xtA Almy Alsxnp,mn vlAv >w >rbEp snwAt kbt ElyhA >xthA myp sxnp
>r>yt *lk AlbAb Alkbyr Al*y AEtdnA >n ngTy bh Alkb$ >r>yth,$ftyh hdAk AlbAb Alkbyr ly mAlfyn ngTyw byh Alkb$ $fty,$ftyh >dAk AlbAb Alkbyr ly mAlfyn ngTyw byh Alkb$ $fty,$ft hdAk AlbAb Alkbyr Ally mngTy fyh Alkb$ bAlEAdp $ftw $y,$wft hdAk AlbAb Alkbyr Ally AtEwdnA <nA ngTy fyh Alkb$ $wfth
nEm sqT Alywm glY r>s AlwAldp kAd >n yqtlhA,<yh TAH Alywm ElY rAs AlEjwzp qryb qtlhA,|h TAH lywm ElY rAs lEzwz qﺮyb qﺘﻠﻬﺎ,<y wqE Alywm ElY rAs AlwAldp kAn rH yqtlA,Ah wqE Alywm ElY rAs AlwAldp qryb qtlhA
kAnt tn$r AlvyAb,kAnt tn$r fy AlHwAyj,kAnt tn$r fy Alq$,kAnt Em tn$r AltyAb,kAnt btn$r Al>wAEy
Edt >nA Edt ElY AlvAnyp qlt >nhA SA}mp w nAmt fHsb,xrjt >nA xrjt ElY Alzwj qlt SAymp rAqdp brk,rwHt >nA rwHt ElY AlsAEtyn qﻠﺖ SAymp rAqdp brk,"rjEt >nA rjEt EAltntyn qAlt <nhA SAymp , w nAmt w bs",rwHt >nA rwHt ElY Altntyn qlt AnhA SA}mp w nAmt wbs
fymA bEd jA't tSly,>wmbEd jAt tSly,AmbEd jAt tSly,"rjEt >nA rjEt EAltntyn qAlt <nhA SAymp , w nAmt w bs",bEdyhA >jt tSly
qAlt ly >mk mtEbp s>*hb >nA l>Tbx,qAlt ly ymAk  rAhy EyAnp rAyHp >nA nTyb AlfTwr brk,qAlt ly >mk tEbAnp rAyHp >nA nTyb lfTwr brk,wbEdyn Ajt tSly,bEdyhA >jt tSly
qlt lhA <*hby w ATbxy,qlt lhA >nA rwHy Tyby,qﺘﻠﻬﺎ >nA rwHy Tyby,qAltly >mk tEbAnp >nA rH rwH l>Tbx,qAltly Amk tEbAnp H>rwH >nA E$An >Tbx
qAlt ly lm tr mA Hdv Alywm fy Alm$fY,qAlt ly mA $ft$ Alywm fy AlsbyTAr wA$ SrA,qﺘﻠﻬﺎ >nA rwHy Tyby,qltl~A rwHy ATbxy,qltlhA rwHy w ATbxy
fymA bEd qAlt ly sqT ElyhA AlbAb,qAlt ly mA $ft$ Alywm fy AlsbyTAr wA$ SrA,qAlt ly mA $fty$ lywm fy AlsbyTAr wA$ SrA,qAltly mA $ft $w SAr Alywm bAlm$fY,qAltly mA $ft$ Ay$ SAr Alywm fy Almst$fY
fymA bEd qAlt ly sqT ElyhA AlbAb,>wmbEd qAlt ly TAH ElyhA AlbAb,AmbEd qAlt ly TAH ElAhA AlbAb,bEdyn qAltly wqE ElyhA AlbAb,bEdyhA qAltly wqE ElyhA AlbAb
bhdw' qAlt ly >r>yt AlbAb mn hnA,bAlEql qAlt ly $ft mnA AlbAb,blEql qAlt ly $fty mnA AlbAb,bhdw' qAltly $ft AlbAb $y lykw hwn,bhdAwp qAltly $wft AlbAb mn hAn
>r>yt EndmA qAlt ly tfAj}t,$ft ky qAlt ly t$wkyt,$fty kymA qAlt ly t$wkyt,lmA qAltly tfAj}t,$wft lmA qAltly tfAj}t
bAb Almnzl,AlbAb tAE AldAr,AlbAb tAE AldAr,bAb Albyt,bAb AldAr
nEm qAlt ly lm ykn Endy Alqdrp ElY AlSrAx,<yh qAlt ly mAkA$ Endy swfl bA$ nEyT,|h qAlt ly mkAn$ Endy swfl bAh nEyT,bAb Albyt,|h qAltly mA kAnt$ qAdrp ASrx
w twrmt,w tnfxt,w tnfxt,<y qAltly mA knt Aqdr ASrx,|h qAltly mA kAnt$ qAdrp ASrx
twrmt jdA w Azrq lsAnhA Al*y EDth,tnfxt qAE w lsAnhA zrAq EDAth,tnfxt xlAh w lsAnhA zrAq EDAtw,wtwrmt,w twrmt
fymA bEd >x*whA <lY Alm$fY,>wmbEd TlEwhA lsbyTAr,tnfxt xlAh w lsAnhA zrAq EDAtw,twrmt ktyr w Azrq lsAnhA Ally EDtw,twrmt ktyr w Azrq lsAnhA Ally EDth
>x*hA AlwAld,>wmbEd TlEwhA lsbyTAr,AmbEd TlEwhA lsbyTAr,bEdyn >xdwhA EAlm$fY,bEdyhA >x*whA llmst$fY
>x*hA AlwAld,TlEhA bAbA,TlEhA Al$Ayb,>xdhA AlwAld,>x*hA AlwAld
w hl >xATwhA >m mA*A,wxyTt wlA wA$,wxyTt wlA w$,wxyTwhA $y wlA $w,w hmA xyTwhA w<lA Ay$
lA,lAlA,AhA,lA,lA
>ETAhA ElAjA,trAtmwn ETAhA,trAtmwn ETAhA,ETAhA dwA,>ETAhA ElAj
qAlt lhA rAqby nfsk >rbEp w E$ryn sAEp,qAlt lhm Esy rwHk rbEp w E$ryn sAEp,qﺘﻠﻬﺎ Esy rwHk rbEp w E$ryn sAEp,ETAhA dwA,qAltlhA rAqby HAlk >rbEp w E$ryn sAEp
>r>yt syZhr kl $y' bEd >rbEp w E$ryn sAEp,$fty mn mwr rbEp w E$ryn sAEp ybAn kl$,$fty mn wrA rbEp w E$ryn sAEp ybAn kl$,qAltlhA rAqby HAlk >rbEp w E$ryn sAEp,qAltlhA rAqby HAlk >rbEp w E$ryn sAEp
AlmSA}b ',AlmSAyb,AlmSAyb,$ft kl $y rH yby~n bEd >rbEp w E$ryn sAEp,$wft rAH ybyn kl A$y bEd >rbEp w E$ryn sAEp
w hl tEtqd >nhA >fTrt >w >y $y' bl >kmlt,tqwl fTrt wlA HAjp kmlt,AlmSAyb,AlmSAyb,AlmSAyb
lw mAtt kAn mn Almmkn >n tmwt $hydp yEny mAtt $hydp,tqwl fTrt wlA HAjp kmlt,tqwl fTrt wlA HAjp kmlt,wbtZn >nhA fTrt >w $y wlA km~lt,w Ant btfkr AnhA >fTrt wlA A$y bs hy kmlt
lw mAtt kAn mn Almmkn >n tmwt $hydp yEny mAtt $hydp,kwn mAtt bAlAk tmwt $hydp tsmY mAtt $hydp,kwn mAtt blAk tmwt $hydp tsmY mAtt $hydp,lw mAtt kAn mmkn tmwt $hydp yEny mAtt $hydp,lw mAtt kAn mmkn tmwt $hydp yEny mAtt $hydp
qAlt ly qAlt ly lmA fkrt qlt lw mt lkAn >Hsn bEd *lk Astgfrt,qAlt ly qAlt ly kymA xmmt qlt kwn mt xyr >wmbEd Astgfrt,qAlt ly qAlt ly kymA xmmt qﻠﺖ kwn mt xyr AmbEd Astgfrt,qAltly lmA fkrt qlt lw mtt kAn >Hsn bEdhA Astgfrt,qAltly qAltly lmA fkrt qlt lw mt lkAn >Hsn bEdyn Astgfrt
l>ny twD>t w Slyt AlZhr,bﺎﺳﻜﻮ wElAh Slyt AlZhr twDyt,bﺎﺳﻜﻮ wElAh Slyt AlZhr twDyt,l>ny twDyt w Slyt AlDhr,l>ny twDyt w Slyt AlZhr
kAnt ElY wDw' wrA' AlZhr w SA}mp,kAnt wADyp mwr AlZhr w SAymp,kAnt wADyp wrA AlZhr w SAymp,kAnt ElY wDw' bEd AlDhr w SAymp,kAnt mtwDyp mn wrA AlZhr w SA}mp
nEm SHyH $y' rA}E >n tkwn SA}mp,<yh SH mlyHp  SAymp,|h SH mlAHp xlAh SAymp,kAnt ElY wDw' bEd AlDhr w SAymp,|h mzbwT A$y rwEp AnhA tkwn SA}mp
>tElm klmA kAnt AlwAldp SA}mp tqE lhA >mwr kh*h,>nt AlEjwzp $ft kymA tkwn SAymp dymA ySrAw lhA AlHwAyj hdw,>nt lEzwz $fty kymA tkwn SAymp dymA ySrAwlhA lHwAyj >dwm,<y mzbwT $y mmtAz >nw tkwn SAymp,|h mzbwT A$y rwEp AnhA tkwn SA}mp
mn AltEb,mn AlEyA,mn AltEb,btErf kl mA kAnt AlwAldp SAymp btSyr mEhA qSS mn hAlnwE,btErf kl mA kAnt AlwAldp SA}mp tSyrlhA $glAt zy hyk
w hl tEttqd >nhA tfTr >bdA HtY yrfE |*An Alngrb Sdqny >nhA lA tfTr HtY yrfE |*An Almgrb,w tqwl tfTr wAlw HtY ydn Almgrb wAllh mA rAhy fATrthA HtY ydn Almgrb,mn AltEb,mn AltEb,mn AltEb
>y sAEp >fTrt >nA w hy Alywm AlsAbEp,w tqwl tfTr wAlw HtY ydn Almgrb wAllh mA rAhy fATrthA HtY ydn Almgrb,w tqwl tfTr wAlw HtAn ydn Almgrb wAllh mAhy fATrthA HtAn ydn Almgrb,wbtZn >nhA mmkn tfTr qbl >dAn Almgrb Sdqny >nhA mA btfTr HtY tsmE >dAn Almgrb,w Ant btfkr AnhA tfTr >bdA lEnd |*An Almgrb Sdqny AnhA mA btfTr lEnd mA y>*n Almgrb
>y sAEp >fTrt >nA w hy Alywm AlsAbEp,ElY $HAl fTrnA >nA wyAhA Alywm ElY AlsbEp,ElY qﺪAh fTrnA >nA wyAhA lywm ElY AlsbEp,>y sAEp fTrt >nA w hy Alywm EAlsbEp,>y sAEp >fTrt >nA w hy Alywm AlsbEp
lA l>nhA mSAbp btlk AlDrbp,w lAlA w hy bAlDrbp hAdyk,w lA w hy bAlDrbp >dykA,lA l>nhA AnSAbt bhAlDrbp,lA E$AnhA mDrwbp
Sdqny >fTrnA ElY AlsAbEp,wAllh ElY AlsbEp fTrnA,wAllh ElY AlsbEp fTrnA,Sdqny fTrnA EAlsbEp,Sdqny >fTrnA ElY AlsbEp
>lm yETwhA $y}A fy Alm$fY,w fy AlsbyTAr mA ETAwhA wAlw,w fy AlsbyTAr mA ETAwhA wAlw,mA ETwhA $y bAlm$fY,mA >ETwhA$ A$y fy Almst$fY
lA ywjd $y' fy m$fAnA <lA Alb&s,AlsbyTAr tAEnA fyh gyr Alfqr,AlsbyTAr tEnA fyh gyr lfqr,mA ETwhA $y bAlm$fY,mA fy A$y fy Almst$fY tbEnA <lA Alb&s
lkny qlt llwAld >n y>x* lmxtS >Hsn,bAlSH qlt ll$yx qlt lh hdAk wAHd ﺳﭙﻴﺴﻴﺎlyst xyr,bSH qlt ll$Ayb qtlw >dAhA wAHd ﺳﭙﻴﺴﻴﺎlyst xyr,mA fy $y bm$fAnA gyr AlmrD,mA fy A$y fy Almst$fY tbEnA <lA Alb&s
>nt tElm fy m$fAnA lA ymrrwn >HdA <lA bwAsTp,fy AlsbyTAr tEnA yjwzwA gyr bAlmEryfp ElY bAlk,fy AlsbyTAr tEnA yEqbwA gyr bAlmEryfp ElY bAlk,mE >ny qlt l>by yAxdhA lmxtS >Hsn,bs >nA qlt llwAld Anh y>x* lmxtS >Hsn
ldY AlmxtS >ql $y' >nk tqdr bmAlk,>wmwA End ﺳﭙﻴﺴﻴﺎlyst bqdrk bdrAhmk,fy AlsbyTAr tEnA yEqbwA gyr bAlmEryfp ElY bAlk,>nt btErf m$fAnA mA bymrqwA HdA <lA bAlwAsTp,btErf fy Almst$fY Ally EnA mA bymrqw$ HdA <lA bwAsTp
lkn lA yHdv lk $y',>wmwA End ﺳﭙﻴﺴﻴﺎlyst bqdrk bdrAhmk,>wmwAn End ﺳﭙﻴﺴﻴﺎlyst bqdrk bdrAhmk,End AlmxtS >ql $y by$tglk bmSryAtk,Endy AlmxtS >ql A$y Anh tqdr bflwsk
lkn lA yHdv lk $y',bAlSH HAjp mA tSrAlk,bSH HAjp mA tSrAlk,bs mA bySrlk $y,bs mA bySyrlk A$y
zAlt AlrA}Hp lm tEd mwjwdp,tnHAtly AlryHp mA bqAt$,tnHAtly AlrAHp mA bqAt$,rAHt AlryHp mA EAdhA mwjwdp,rAHt AlryHp bTlt mwjwdp
mrD Alfm >tElm lw knt >Elm lnzEthm mn* zmn,mrD Alfm ElY bAlk kwn jyt ElY bAly yA HsrAh wyn nHythm,mrD Alfm ElY bAlk kwn jyt ElY bAly yhwA wyn nHythm,mrD Altm btErf lw knt bErf l$ltwn mn zmAn,mrD Altm btErf lw knt bErf l$lthA mn ftrp
